Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
106,Hufflepuff,Faye,Watts,1998-11-04,Left,57510.0,405.7347041843967,7.92774073316026,-4.0573470418439666,0.718,-449.038076994624,387.1274129667057,3.3907973636431934,1042.8694543601855,3.3364052046003767,-0.4885326116902636,-246.26357,31.24
107,Slytherin,Damaris,Beatty,1997-07-23,Right,33737.0,-586.6308454772384,-3.9765449771852177,5.866308454772383,3.4110710659898476,-453.5614382405757,405.51309296947227,4.835170653671363,1047.6070906060056,9.207117020700368,-0.5615979099640617,-246.72453,-47.62
108,Slytherin,John,Lucas,2001-03-05,Left,50088.97157622739,-561.8914264697165,-8.571173123257822,-0.5378428483788052,-7.491,-422.7621296288857,351.3334808910787,5.2750568788255725,1078.5329119619582,10.996144864992782,-0.06980501917340448,-253.64782,-138.01
109,Hufflepuff,Kermit,Main,1998-03-25,Left,41369.0,664.5915294691273,1.879006384672549,-6.6459152946912745,5.565,-396.1990717248168,495.93754284216857,6.422716492707994,1047.6816174612402,7.437203207465358,-0.2684501369292461,-245.89424,-25.22
110,Hufflepuff,Amanda,Giroux,1999-09-30,Right,48873.0,299.39822987305814,8.660523856717505,-2.9939822987305806,3.945,-384.42794958888334,411.0860339913568,0.6229718644935058,1033.0269802185535,-0.09927204755883778,1.4588455848084028,-242.58893,69.7
111,Slytherin,Flossie,King,2001-03-19,Left,66547.0,-400.7549479934867,-6.6558953264011205,4.007549479934866,-7.531000000000002,-381.1116357017947,398.7856659229928,4.351041260663833,1050.557490916653,9.644642778574768,0.4493851615974047,-254.66931,-87.81
112,Gryffindor,Kathi,Royer,1997-04-01,Left,13977.0,442.812514452388,-6.089386420722066,-4.428125144523879,6.037999999999999,-163.7961201541951,578.6611539865576,-2.8981219815430634,968.8387672594986,5.50714454606387,-0.7487988725779406,-248.69507,163.51
113,Ravenclaw,Herb,Lorenz,2000-03-04,Right,26951.0,-507.3142980625975,6.431683810840523,5.073142980625978,4.433,205.20994191251208,593.5243488438982,6.404254446121447,1050.8752424607587,10.061008198012292,-0.3882294532624744,-229.35019,34.89
114,Hufflepuff,Kermit,Shay,1998-09-22,Left,50088.97157622739,692.0931847493475,4.022092616801076,-6.920931847493479,2.942,-322.4970227906144,425.0646574470495,6.040969278022254,1032.954327169086,8.016668917947621,1.6419063155151183,-246.56534,27.62
115,Ravenclaw,Winford,Heffner,1999-09-02,Left,49114.0,-427.4033798643831,5.82553235657842,4.274033798643831,4.9830000000000005,521.3306669205899,634.0641902725732,5.309596385373847,1037.18899935112,7.8719692592504575,1.0158960807318111,-230.50073,25.52
116,Ravenclaw,Booker,Aleman,1999-12-25,Left,62665.0,-357.99032707212547,4.461562509539212,3.5799032707212555,6.198,605.7648912294173,640.1596652046901,2.8298160240185033,1061.3806237931274,8.408945220504576,0.7744141878438411,-231.02147,-22.35
117,Hufflepuff,Hattie,Herron,2001-07-29,Left,36872.0,48.155325896768694,4.902438280087838,-2.810391475552456,4.772,-388.1228244633384,424.3755116134564,5.601012366196897,1035.9672385068882,5.4971838924330045,0.2591130697526708,-241.4443,11.69
118,Slytherin,Margaret,Hyatt,2000-04-29,Right,57125.0,-340.6341612258678,-7.870889665335742,-0.5378428483788052,-5.158000000000001,-262.2386148611518,458.1488135816425,6.257806956251535,1031.5283508850223,11.895260483796328,-1.405475313783187,-252.07488,-74.98000000000002
119,Ravenclaw,Tamra,Schuler,1998-01-30,Left,44931.0,-716.4226191666539,5.90493236276799,7.16422619166654,3.743,619.9667672756987,591.6762355018975,5.8581947553841855,1066.8835908844833,7.905617441254384,0.6392527963871033,-228.44239,-26.5
120,Gryffindor,Gavin,Bankston,2000-11-05,Right,73735.0,536.6974596849818,-4.631306121601461,-5.366974596849818,3.279,-714.7868121788481,619.0679674072933,-5.540562660060529,956.472358329224,3.6729376476722737,1.1856051950888058,-255.98934,191.33
121,Hufflepuff,Roslyn,Willard,1999-06-01,Left,71073.0,317.2524240491685,6.207391297817705,-3.1725242404916854,3.562,-794.9650611089842,399.9384200332771,2.7662778790451568,1074.1013317866928,4.1439978913610735,0.8981661727716032,-245.46754,-7.73
122,Gryffindor,Eleanor,Knutson,1998-05-19,Left,38036.0,700.7163980592363,-5.936644455635227,-7.007163980592363,4.238,-416.1545900734893,601.5399429713639,-4.244317072583536,927.4439068433946,3.9520325024304137,0.0234449086414449,-254.96557,217.34000000000003
123,Gryffindor,Sally,Clanton,1997-06-20,Right,49135.0,659.6600182110108,-6.944504088196329,-6.596600182110107,1.743,-890.7471969127178,571.860064606605,-5.153064647609686,916.8758938271952,3.557049173201589,0.6952786948281361,-259.86678,231.28999999999996
124,Ravenclaw,Gerry,Oakley,1998-11-17,Right,53893.0,-620.871328223334,4.165848059191005,6.208713282233338,4.596,481.4180104694406,574.5978663099387,5.650401721787041,1048.6447734740786,6.093897156525425,0.678998196156056,-231.10206,-36.93000000000001
125,Ravenclaw,Beatrice,Gable,2001-09-19,Right,67657.0,-407.62853708708366,5.762580118902662,4.076285370870838,6.242999999999999,517.6337442795907,596.9689130007694,6.032569433895826,1048.5263892328285,5.7148108983655455,0.6388147250856527,-230.8486,-37.82999999999999
126,Slytherin,Darren,Elston,1997-01-06,Right,27800.0,-615.4931566320023,-3.466066627086846,6.154931566320023,-5.802,-554.2027586621593,387.79771560781967,6.108642124778656,1045.17825453346,10.71809194803796,-0.0929736224483799,-247.44911,-42.45000000000001
127,Ravenclaw,Lyman,Willey,2000-04-12,Left,63813.0,-456.3529140778277,5.0393780650884255,4.563529140778275,5.223,561.8444385473956,556.9012727776801,6.880623812509638,1066.849524175419,6.425223054677824,0.4732144524309125,-231.30792,-77.09
128,Hufflepuff,Antonia,Xiong,1998-10-13,Right,43656.0,596.0361368526633,1.991310298353456,-5.960361368526632,4.277,-492.2840618772685,419.677720304092,6.405409119636648,1053.9966684218982,8.936894251270814,-0.6268772621710579,-246.32435,-17.190000000000005
129,Ravenclaw,Madeline,Goddard,2001-09-18,Right,36849.0,-421.2512291558458,8.1080268804216,4.212512291558459,5.907,845.3760443642107,629.9192428086717,6.476987927266837,1072.335663586132,9.420869463426792,-0.08809334212307099,-226.00382,-0.3299999999999983
130,Ravenclaw,Jodi,Littlejohn,1997-08-31,Left,31333.0,-538.8889067420358,5.034164387692602,5.38888906742036,5.093,538.081638350516,597.0403925475789,6.50684820699454,1073.1502205982783,10.249808583645423,-0.0140087510410963,-228.4123,-16.089999999999996
131,Gryffindor,Mickey,Callaghan,2000-06-16,Left,47148.0,339.3444156453839,-7.436157194389994,-3.393444156453839,5.323,52.49786005030063,547.5689764986084,-1.7428296074607,970.3993530724808,2.639611936023288,0.1244495487565391,-250.57923,69.78
132,Gryffindor,Walker,Crawley,1998-05-28,Right,34109.0,654.5140086681292,-5.133034440814131,-6.545140086681293,6.178,-189.740259123724,571.2732443143863,-3.8545731291061722,947.6764785031172,2.3634688081838693,-0.2465076611155169,-251.755,173.0
133,Slytherin,Darrick,Lay,2000-08-25,Right,52506.0,-404.7345081767558,-6.055030137280277,4.047345081767558,-6.7929999999999975,-398.4047487993308,404.90743341598136,4.071324704798399,1057.5601064105224,10.551311601216089,0.3702162640807765,-252.83402,-66.61000000000001
134,Hufflepuff,Earl,Coyne,1998-06-08,Left,62934.0,161.56079118252148,1.8740908683769504,-1.6156079118252151,7.669,-730.0647223707056,489.14353799736153,4.689469131854428,1067.0929618146442,7.659183587736948,-2.169187647996498,-241.2211,-26.78000000000001
135,Ravenclaw,Sabrina,Ackerman,1999-08-02,Left,50088.97157622739,-594.0932149528742,4.3239253162047895,5.9409321495287415,3.875,681.3868006832658,611.942639552544,2.638283138349562,1048.0228380218944,5.952052717360675,-0.4193068251103902,-231.30204,20.28
136,Ravenclaw,Brandie,Bozeman,1999-02-05,Left,65778.0,-614.3552897987628,4.774831278514763,6.143552897987629,3.866,660.0111728604697,580.9594490351673,4.442950177030841,1047.1758125694846,4.325515582599387,-0.3086355000990241,-231.95398,-38.2
137,Slytherin,Mariano,Hutchings,1999-07-30,Right,61741.0,-641.3662054976883,-5.0758633322598925,6.413662054976884,-4.507000000000001,-691.0864133256558,343.5774927207059,7.927912822572154,1039.0354997195136,7.602147756933513,0.1928417937520665,-249.54664,-135.05
138,Gryffindor,Robert,Stewart,1997-03-17,Left,65129.0,241.0037224279281,-5.950611366563268,-2.4100372242792814,4.133,-448.32948148773806,609.9516027219903,-5.360544664040677,952.6171948798748,1.8404335866292385,-0.1492130896294654,-252.69629,159.55
139,Hufflepuff,Julianna,Meadows,2001-01-30,Left,58803.0,450.2635641464212,4.854563901008818,-4.502635641464212,5.186,-577.7900388211343,439.5522167184549,5.850724750101574,1051.705801539807,6.764245970586583,1.4418422780244342,-243.66953,-8.839999999999996
140,Hufflepuff,Janell,Crawley,2000-12-24,Left,64611.0,364.6823692211656,-0.33545668114841387,-3.646823692211656,8.482000000000001,-648.1175467989767,433.9439867272313,6.386191110013845,1072.820548698867,7.376680307965637,2.880593796393172,-243.60355,-89.81
141,Ravenclaw,Kelley,London,1998-01-03,Left,19537.0,-478.5424276259195,6.450852835832811,4.785424276259196,4.168,253.34986322175274,571.2308341854239,4.473924278166262,1051.9048013823713,8.383659211168073,-0.6231186311887168,-230.22301,52.82
142,Gryffindor,Lee,Yazzie,2000-08-24,Left,56513.0,426.2284303207882,1.385517209987464,-4.262284303207881,4.021,-525.993656035956,553.1890013446189,-5.028683796248045,941.2359511854204,0.559390483827932,-2.053440025151801,-255.06362,159.28
143,Ravenclaw,Young,Headrick,2001-10-10,Left,62745.0,-500.34621627622863,4.522925059797777,5.003462162762288,5.466,417.03041702966476,541.2054574523249,5.357666476228767,1041.285438652725,3.4959204040497984,0.3640424784974949,-232.55704,-50.32
144,Gryffindor,Rebekah,Brannon,1998-08-25,Left,37094.0,699.4340946831102,-5.931147528273892,-6.9943409468311,4.262,-708.0559808857852,539.1149695027227,-5.271279160917053,917.2162748931676,0.896571582709897,1.631620847957478,-256.99366000000003,219.96
145,Ravenclaw,Morton,Oconner,1999-07-24,Left,75922.0,-488.14030708980096,6.7386666647013485,4.88140307089801,6.182,350.34683172703427,663.3143343758302,4.1235390926967135,1030.1334005385702,5.496187683039683,0.12324902308146932,-230.55533,25.83
146,Ravenclaw,Wes,Fogarty,2001-01-29,Right,34120.0,-527.6538164806154,6.821601081733018,5.276538164806157,5.452000000000001,403.61756978940645,495.93754284216857,2.9890215412317365,1051.3337744938574,5.855948988216023,-0.4327123540361469,-229.27591,45.16
147,Hufflepuff,Penelope,Mccullough,2000-03-29,Left,55588.0,532.9227527566095,1.8247573606304552,-5.329227527566095,5.593999999999999,-548.2195910686082,409.5451657036194,4.384626264968918,1063.5312457356183,6.1648007805878695,0.2728894752718836,-246.37458,-32.35
148,Hufflepuff,Joni,Partin,1997-02-12,Left,50463.0,506.0331015281981,5.606907033703479,-5.060331015281982,6.751,-550.4619347648818,403.13730879828734,3.184293518179324,1052.5002900906134,3.0116932116422293,1.3075839424332134,-243.35089,9.270000000000001
149,Ravenclaw,Buford,Ivy,1998-04-20,Left,64402.0,-553.6129887543924,5.829789257722198,5.536129887543925,4.605,581.4340636117352,572.9756628593325,4.3291885793934535,1030.8857765042967,4.243288373854851,-0.8519385626847149,-231.36291,-34.08
150,Hufflepuff,Ivonne,Mayer,1998-01-24,Right,46635.0,627.8889436924132,4.5782592017167785,-6.2788894369241355,3.32,-335.08289914070025,381.3158679960264,5.564250343488567,1038.9517955215608,5.053599892056539,-0.4469385506320816,-246.63226,-5.970000000000002
151,Gryffindor,Winona,Bruns,1998-10-27,Right,60599.0,309.07255046659606,-5.333889889816991,-3.0907255046659605,4.836,-627.9039439335535,611.4124521797066,-4.298314964771218,967.8996140286912,4.132186158674813,-2.2558373555326,-251.85032,158.5
152,Gryffindor,Leola,Villasenor,1999-08-12,Right,46160.0,679.841929400127,-4.912571714070925,-6.798419294001269,5.681,-384.9977232044241,592.0453809102744,-4.5572470452792135,930.9009871592272,1.8035303436190824,-1.176221103394108,-253.6089,199.79
153,Ravenclaw,Judi,Hilton,1999-01-27,Left,48223.0,-575.9089573622806,4.003452607976681,5.759089573622807,3.919,25.33557664598385,534.8410929486599,4.297150738769481,1020.4671382139734,4.054978019420945,0.8114606625334025,-234.3949,11.07
154,Ravenclaw,Missy,Buckingham,1999-02-04,Left,54642.0,-434.8736253273205,8.329428738759091,4.348736253273206,5.509,593.6318604851201,572.1180552844602,3.748921775222673,1044.926704277476,3.062876741645712,0.7742815017641205,-229.91745,8.33
155,Gryffindor,Cortez,Mccurdy,1998-01-08,Left,68050.0,440.2773692960514,-3.3908257104685937,-4.402773692960513,5.492000000000001,-323.26431977016614,666.9344633515719,-6.089651394647521,959.9463857061772,2.878407981504705,0.5853874298883719,-250.91132,198.78
156,Hufflepuff,Bobbi,Barber,1997-01-05,Right,33160.0,568.2657075298151,9.539765260095166,-5.682657075298151,2.167,-383.62330135549576,339.7207620460827,5.6749585017776285,1032.9506922864744,3.1400199077890605,-1.7275506974811448,-243.99712,33.44
157,Slytherin,Jayme,Barone,2001-05-02,Left,35798.0,-485.30028397928567,-5.371740486961238,4.853002839792856,-4.92,-486.87266889318886,406.45351291135137,5.6328565823495484,1055.7934514130009,11.559910082583349,1.1924750921419067,-249.02037,-61.1
158,Hufflepuff,Carson,Bentley,1999-09-18,Right,21954.0,48.155325896768694,7.472957459558708,-7.741181200188061,4.061,-124.64363084697166,370.917420068148,5.41687621822551,1012.5928224517792,3.2430489211392737,-1.7089898016582177,-244.2476,53.59
159,Ravenclaw,Barbra,Faulkner,2001-07-07,Right,41043.0,-547.1370101831269,1.385517209987464,5.471370101831269,5.096,526.4123039681158,575.2282827428245,6.210525530447399,1055.406338813185,6.401681099092077,-0.3482385118852376,-227.3222,0.3500000000000014
160,Ravenclaw,Nikita,Mahoney,1998-08-26,Left,15477.0,-802.7251797710927,4.1000653195164505,8.027251797710928,1.984,739.4053342894931,575.4055455025467,6.9175239153627786,1099.9660726189595,12.683524541370176,-1.016235144954535,-227.53935,-40.63
161,Hufflepuff,Doreen,Grace,2001-05-05,Right,45214.0,559.5525143876769,3.097656088249955,-5.595525143876769,3.523,-872.9247653172893,445.05755909257925,3.86231877307412,1077.3947317828906,10.64913583619446,0.1411786818648122,-247.06216,30.77
162,Hufflepuff,Lashawn,Linville,1998-09-30,Left,56217.0,503.645034758767,5.77814176787996,-5.036450347587669,6.734,-485.583809095322,365.7205911694376,5.331219772076959,1051.7583762912786,2.295320472717175,0.8074782109691876,-243.19253,-39.5
163,Hufflepuff,Hugh,Tompkins,2000-08-27,Right,65980.0,434.860550132462,1.7576005288619,-4.34860550132462,8.289,-559.237935448842,377.2965514716509,8.266109767316415,1068.1303324420594,5.4648113278153225,-0.5643577400920806,-243.13059,-120.87
164,Ravenclaw,Ola,Pollard,1997-08-15,Right,59848.0,-600.9085816767301,4.197646227459597,6.009085816767303,4.81,657.7032414582711,619.7040109537539,3.604083133111136,1050.269391182223,5.652432633177358,0.9853098579235255,-231.05232,-12.86
165,Slytherin,Will,Bond,1998-04-15,Right,56953.0,-477.73899622952337,-6.413418449326259,4.777389962295235,-6.916,-700.3580391564171,341.1484287278543,3.9760394666519945,1093.9630397397625,10.540106613457963,0.4808170334908698,-253.81839,-117.11000000000001
166,Hufflepuff,Marc,Cintron,2001-03-31,Left,32456.0,625.4944631914683,5.455957217112862,-6.254944631914681,5.721,-500.10383309169634,404.2309418063672,6.526342016934416,1044.504687248829,6.982706681393879,1.3459734812907278,-243.04548,13.61
167,Hufflepuff,Angelica,Sells,1999-07-17,Right,62390.0,397.1887010614499,1.385517209987464,-3.9718870106144974,4.013,-291.196510152423,384.0328642329578,4.454822645346632,1034.6866690851475,1.2053392445812756,0.2282887259978649,-244.03618,-13.660000000000004
168,Hufflepuff,Nigel,Ramsey,1997-07-16,Right,53445.0,484.3991574529698,4.203017130955123,-4.8439915745296975,5.1720000000000015,-639.4746194326751,414.7075938202858,1.1427190116176609,1064.335722205506,3.965257257847964,-0.134244563767563,-245.99286,24.72
169,Hufflepuff,Davis,Kent,2001-09-05,Left,44524.0,579.6054499702158,3.357706250834993,-5.796054499702157,6.053,-772.4004764774777,383.077534019357,6.242686097727067,1073.635283072214,7.912257731965183,-0.3506032853958507,-244.91981,-33.86999999999999
170,Gryffindor,Wilbur,Dickerson,1999-08-27,Left,55663.0,576.6302828980647,-5.479030500747221,-5.766302828980647,5.0680000000000005,-473.9059846814489,571.8999487843873,-5.4227149224107185,919.5554701623212,-0.5892572277394192,0.4109862249895349,-255.11295,192.23
171,Hufflepuff,Ahmed,Krueger,1999-04-07,Left,60182.0,247.71014282577215,2.3027050297941694,-2.4771014282577206,7.178999999999999,-505.1198033533603,473.31969715710784,5.795894652148252,1049.8279652994893,6.666218032423076,1.358369979472016,-241.49064,-32.11
172,Hufflepuff,Britt,Chestnut,1997-11-01,Right,75292.0,359.5722099574328,3.494188621529301,-3.595722099574328,6.28,-766.8375568497268,413.89030769469065,2.652524558699448,1078.720899927028,4.002506749550854,0.2326493370609983,-245.30253,-39.34
173,Slytherin,Jeff,Fortenberry,1998-03-02,Left,50088.97157622739,-568.9440308827681,-5.472431237885284,5.689440308827683,-5.103999999999999,-471.9339753362064,377.3315778381924,5.292094434692193,1048.196607598945,8.115084197300405,1.886904215317331,-250.26995,-97.87
174,Hufflepuff,Marcela,Rhodes,1996-11-27,Right,73866.0,312.81783886752635,4.271042987298464,-3.128178388675264,4.809,-405.2703374745577,432.943447957349,5.015356162582252,1045.414715466429,3.871008292430093,0.022985413113130154,-244.1159,-37.08
175,Gryffindor,Gayle,Lister,1998-07-27,Left,62602.0,373.5982927150154,-6.9817181005811015,-3.735982927150153,3.09,-283.12343401283454,589.2475565872251,-5.503918319145536,927.3260349074284,0.2654557276058709,1.5250403432356725,-255.47823,167.38
176,Gryffindor,Jerrold,Steinberg,1998-10-11,Left,66972.0,541.1754350427693,1.385517209987464,-5.411754350427692,5.447,-512.7203521084102,644.8392603553133,-6.966380297433594,1030.8857765042967,1.2126371810257126,-1.6372194447860875,-252.93477,225.97999999999996
177,Hufflepuff,Faustino,Biddle,1998-12-31,Left,61219.0,382.0643707496705,8.228581844190666,-3.820643707496705,2.2230000000000003,-364.63605824626313,447.2669505209546,2.322121648096703,1026.8491774579147,2.6850456963594804,-1.6050726821850094,-244.52793,66.09
178,Hufflepuff,Yong,Gale,1997-10-22,Left,58021.0,436.0047166155272,3.6358991056739374,-4.360047166155272,6.2479999999999976,-778.1839390956704,428.93665529609314,6.69605024390204,1070.2047180785278,8.421425574064598,0.1443850597858327,-243.44107,-37.54
179,Slytherin,Petra,Donnelly,1999-07-13,Right,42755.0,-504.8566611585746,-7.785614437871233,5.048566611585747,-4.993,-500.78591682116206,388.8004684545482,7.716462636229776,1056.1031517935742,12.513923205900085,-1.7286454572940555,-250.33298,-115.78
180,Ravenclaw,Stacey,Wampler,2001-06-28,Left,67592.0,-696.8741969227189,-0.44329363423312085,6.968741969227189,3.147,287.00311271579665,621.3966823311208,5.7130712053101975,1030.379522759308,8.414680634866793,-0.7038642426467554,-235.30407,-38.58
181,Ravenclaw,Austin,Turner,2001-02-28,Right,38322.0,-577.4936633953413,6.167242320633433,5.774936633953416,4.565,-220.16959428356242,604.508946317403,4.6322825758501525,1066.7008736291896,8.942152540706443,1.5048036540385823,-229.43749,21.16
182,Gryffindor,Gena,Lehmann,1997-11-05,Left,51336.0,701.4638924637449,-4.517951911734638,-7.014638924637447,4.474,-544.5141030546214,631.978051127375,-4.439641148505197,950.1956017070496,5.489077724617776,0.3427583402916986,-254.22188,215.39
183,Slytherin,Cruz,Dunlap,1999-03-18,Left,30584.0,-559.4412958850602,-7.150468797778533,5.594412958850603,-5.802,-477.1471336632116,389.43153519848295,6.646288592022293,1064.9984648512798,13.123854089466295,1.9678691497092464,-249.59082,-89.94999999999999
184,Gryffindor,Deena,Dayton,2001-05-04,Right,61647.0,498.43484232907286,-5.5710893816027856,-4.984348423290728,3.683,-827.0786140761975,572.6535604774017,-6.092954128618014,929.432095323234,0.7286995747201424,1.757959748796636,-256.83673,204.65
185,Gryffindor,Cathrine,Kincaid,2000-10-04,Left,31877.0,575.252523922569,-4.676090117054236,-5.75252523922569,7.065,22.827861923580713,594.5038254281212,-3.4468659469126246,962.4473289494812,3.1764555554907568,2.279751979458241,-248.76868,157.73
186,Hufflepuff,Alberto,Macon,1998-02-27,Left,55787.0,332.7707942435833,4.541814885578456,-3.327707942435834,5.311,-316.33086721982284,368.7523136494152,4.79213188346934,1044.199233885082,1.5895507566469087,-1.7006484231743677,-243.49271,-44.76
187,Ravenclaw,Josef,Rountree,2000-04-10,Right,43216.0,-470.1802344275432,7.129708744927084,4.701802344275434,4.558,140.6887364592456,556.6791031144559,5.4198231848151135,1030.4772782080047,5.558672982622942,0.3094962476247081,-231.42082,27.41
188,Hufflepuff,Vito,Nye,1999-01-30,Left,55357.0,384.6634168128252,4.882467099535238,-3.846634168128253,6.6960000000000015,-510.2369957847502,422.19605537935183,4.344308475478541,1049.3923783209286,3.8167507343040246,0.08608014136600081,-242.39238,-9.649999999999999
189,Slytherin,Andrea,Ogle,1997-07-04,Right,28764.0,-508.7361896194532,-3.2878468573859205,5.087361896194533,-2.8970000000000002,-508.2544031661142,441.5924123807104,2.471824344837978,1066.0088731968433,10.244472332104634,1.824432886192275,-246.06914,-6.120000000000001
190,Gryffindor,Gonzalo,Godinez,2000-12-08,Right,58703.0,578.0065958413926,-4.685091310066417,-5.7800659584139265,4.283,-346.61562498687346,631.6973013287625,-4.847640090961863,954.2756935608628,4.06969016367077,-0.6125642066906111,-253.47023,190.7
191,Hufflepuff,Linwood,Cagle,2001-09-11,Left,50088.97157622739,660.4635677011217,6.7950925508751245,-6.604635677011217,3.276,-301.77424917251585,431.4166340317927,5.8276473895036975,1021.0119229251676,7.035913044336482,1.6575314609058678,-243.88,69.79
192,Gryffindor,Whitney,Trowbridge,1997-08-20,Left,59410.0,794.276672771728,-4.180632955919542,-7.942766727717279,5.478,-539.4655200688401,568.5740178201979,-5.9300651598851735,916.2609276573304,-1.1620598643710807,1.30680921937155,-256.44831,212.72
193,Ravenclaw,Felix,Gibbons,1998-12-30,Left,40142.0,-170.53666963658594,2.8292555071714744,1.7053666963658598,6.572,174.56443447155658,566.7432689965519,5.710041874719044,1035.1450569689032,7.675285658710588,-2.2774422081873777,-234.39324,4.16
194,Ravenclaw,Harriette,Barnette,1999-02-21,Right,63740.0,-766.2957096646086,1.9159440263531309,7.662957096646084,3.619,765.4272955554416,573.5051567211667,3.928726898310092,1062.8185925914431,4.782028371614811,-0.2199025736757237,-232.29017,-74.65
195,Hufflepuff,Venita,Brackett,2000-04-10,Right,55200.0,462.1431068477008,5.174971990554681,-4.621431068477008,6.32,-615.7726814028996,377.9233276225151,5.186142018554695,1061.745467596074,4.0140383645023725,-1.5868724431788976,-243.5029,-34.88999999999999
196,Ravenclaw,Scott,Huffman,1997-06-13,Left,76140.0,-390.3685607648398,4.473684022056445,3.903685607648398,7.899,720.1588057043161,653.9953847176737,5.281435781716749,1066.1206643110318,7.005940277954947,-0.8644593108654517,-229.64563,-52.15999999999999
197,Hufflepuff,Vicente,Barth,2001-08-10,Left,67916.0,501.5691820076517,3.310217074160841,-5.015691820076517,4.673,-552.043070654828,442.5323627966529,3.0473622110661363,1057.5963438699732,5.4202828521043855,-0.1892629645513319,-246.7343,-2.8500000000000014
198,Hufflepuff,Rena,Broderick,1999-09-11,Right,46740.0,360.4241676886713,5.282763296777874,-3.604241676886714,4.208,-307.0334704880238,401.7797394561448,5.454745622811894,1030.8857765042967,3.7756169211021895,-1.9022443138273049,-243.10303,-3.8599999999999994
199,Gryffindor,Frances,Benge,1998-05-22,Left,55037.0,604.4327552825556,-4.183731469115132,-6.044327552825557,5.206,-595.4382312161854,596.7066655592035,-7.189090352333447,916.1654671596297,-0.9192923705005835,-0.7622053515198823,-255.02709,240.14999999999998
200,Gryffindor,Jason,Thurston,1998-12-29,Left,18270.000000000004,640.2563796941408,-5.281586057489824,-6.402563796941406,6.1560000000000015,-295.9378606023917,603.5208873420904,-2.410512779278819,964.7650581585208,7.167555209162122,1.0838316178755247,-249.85009,188.18
201,Hufflepuff,Fabiola,Seale,1997-03-09,Left,57631.0,498.0283573937869,5.6884242444195445,-4.980283573937868,3.432,-287.31390746748264,421.9654103583445,2.9087040713663166,1031.8248319637914,2.7735767011534898,0.0732618669941787,-245.78106,28.26
202,Ravenclaw,Santos,Allison,1997-09-20,Right,39681.0,-457.0843389769689,6.3175103205053125,4.5708433897696885,5.023,581.7647488958453,558.3613640033343,5.248710454714536,1062.719839572742,6.374549335849929,-0.6104805220823194,-229.88836,-16.28
203,Hufflepuff,Zachary,Batchelor,1999-05-21,Right,46334.0,384.9998601791491,6.2457958700660825,-3.849998601791492,4.181,-456.4544177571785,430.024603140802,3.3081412954072835,1039.9762124595034,4.231481207213624,1.0054214007457132,-243.29418,41.49
204,Gryffindor,Alvin,Rowland,2000-06-01,Left,52507.0,521.9700957578534,-3.3830619389996164,-5.219700957578535,5.964,-616.3308147949459,601.1833066848882,-6.773229992367036,949.4632982899252,0.9293216287128443,-1.2833916301087211,-252.38608,218.12999999999997
205,Slytherin,Xavier,Ramey,1999-12-29,Right,66607.0,-313.8960917843188,-3.383782985727273,3.138960917843188,-4.14,-391.7315482674834,456.79755501171945,3.5354167115134665,1023.1685873937772,7.519111269967014,0.5096848600244432,-250.71695,-23.32
206,Ravenclaw,Damian,Keener,1998-06-19,Left,76876.0,-623.6067640274148,4.5514443427921485,6.236067640274143,5.107,646.5690275396364,621.719144938479,6.169019861305884,1048.1003441185364,6.012624816640093,0.09796342886259832,-230.51163,-58.42000000000001
207,Hufflepuff,Courtney,Knowlton,2000-09-12,Left,37371.0,686.329848772983,2.326176481636315,-6.863298487729828,6.617000000000001,-439.0772435358112,486.82151430661537,3.5602857403605164,1042.064679112409,8.259000598866862,1.1615035084227174,-244.82688,52.39999999999999
208,Gryffindor,Eddie,Oreilly,1997-12-25,Right,66576.0,455.40376180432366,-5.614984817174029,-4.554037618043235,5.29,-201.40442873147944,596.0495950989657,-5.100768890918362,927.7428546246632,-0.8879602963042661,-1.2749389719805606,-253.38955,159.15
209,Ravenclaw,Horacio,Oliphant,2001-09-24,Left,92644.0,-361.515161288004,3.8251969826489614,3.6151516128800405,3.4110710659898476,712.3453801205478,654.516857817207,4.400022730336119,1045.5666567049632,4.684445559940242,-0.0325120068131275,-232.38406,-51.309999999999995
210,Gryffindor,August,Mackenzie,2000-01-24,Right,43001.0,543.195419827265,-3.5579317472209446,-5.431954198272649,6.3260000000000005,-374.79661803714,606.6959987929762,-5.58426906647784,961.7343214641012,2.578318111181939,0.1872698429209508,-250.56432,199.63
211,Hufflepuff,Dovie,Cortes,1999-11-06,Right,79633.0,298.74960576191194,5.6696916199927605,-2.9874960576191194,6.0360000000000005,-830.7095795143837,364.5851696507847,1.9482673959804584,1085.7045918493536,1.0955188826306133,-0.4113344163362677,-244.87229,-50.800000000000004
212,Slytherin,Lindsay,Pratt,1999-04-08,Right,54055.0,-558.4405011076831,-1.8644020894451645,5.58440501107683,-6.025,-300.2346729803942,423.83666748377885,2.950874250377693,1016.2341919581452,5.601696501313107,-0.6283459818504091,-249.08981,-8.41
213,Ravenclaw,Missy,Browning,1999-04-09,Left,42055.0,-540.9784997917786,5.499908278905278,5.409784997917786,5.09,655.2571482257661,587.9126137292487,5.845055170313318,1073.6746991975538,8.228260239381434,0.673184738926305,-228.78752000000003,-31.779999999999994
